event_id,sport,category,event
a021c67a-b29b-4e36-98df-0ca457bcbd4d,Basketball,Argentina,Independiente de Oliva - CA San Isidro
e3f4a64d-2bef-42fb-980f-dfe5d914491e,E-Sports,League of Legends,Gravitas - Kanga
51ab3118-4863-4b16-a6e5-1f3d5b944760,Ice Hockey,Latvia,HK Mogo - HK Liepaja
bf4a7818-bd4f-4e17-bb86-3a908de616a7,E-Sports,League of Legends,Chiefs - Peace
72741668-6017-4e4b-bba7-753a2431294f,E-Sports,League of Legends,MAMMOTH - Dire Wolves
ba3f5573-c07a-4c4b-8855-262b4b0acd09,E-Sports,League of Legends,Order - Pentanet.GG
f2563b8c-f19e-494d-a9df-8219c11508c0,Football,South Africa,Pretoria Callies FC - TS Sporting FC
ebfdc920-e76c-4e81-9308-71bf4cdccb89,Handball,Russia,CSKA Moscow (w) - Rostov-Don (w)
4c26adbe-de46-4da8-89b6-fd24f095fc40,Basketball,Serbia,OKK Beograd - KK Vrsac
2755b845-3560-4b56-9dfd-f41444ddc555,Basketball,Lebanon,Byblos - Champville
597f16ab-267f-4b39-bed1-5d7971532c7e,Basketball,Lebanon,Antranik - Atlas Ferzol
4c4e9a6f-c3b9-4922-85f1-3a399aa4a54b,E-Sports,Counter-Strike,SKADE - Wisla Krakow
06dabe5e-9a80-4869-8ad4-c17d13d826ee,E-Sports,Counter-Strike,Endpoint - GamerLegion
bd9aa5a5-3d84-4ec9-81b8-880e68b3b245,E-Sports,Counter-Strike,mouz NXT - Ungentium
4fad6b6d-47ec-455e-b741-9ecc7fe4e2d2,E-Sports,Counter-Strike,Eternal Fire - Apeks
b3ae8536-1925-4776-abbe-2dba76ba2446,Ice Hockey,North America,Ottawa 67's - Niagara IceDogs
07da272e-1153-45a5-835a-33f05bde287e,Handball,Sweden,HIF Karlskrona - Karra HF
8b259a0b-96e7-4279-b267-5b9cbbaaf423,Handball,Poland,JKS SPR Jaroslaw (w) - KPR Gminy Kobierzyce (w)
87cbc189-0e58-4055-a5b2-f7eef315d9d9,Football,Netherlands,Quick Boys Katwijk - VV Katwijk
41efa138-6f0f-4a9b-b131-19c21aeed7cd,Volleyball,France,ASPTT Mulhouse (w) - Vandoeuvre Nancy VB (w)
670463ce-cc13-42b2-b718-1d7004b5be50,Football,Lithuania,FK Kauno Zalgiris - FK Dziugas
9c29be7e-66f9-49c9-8d60-d25b04bef5f3,Basketball,Sweden,Umea BSKT - Jamtland Basket
3a577836-8ed5-43ea-b7a7-d440c145336f,Basketball,Sweden,SBBK Sodertalje - KFUM Nassjo Basket
6f126d1a-2d00-4f57-8b2f-5d8cc66476b3,E-Sports,Counter-Strike,Arctic - SHAPE
17a01492-5ecb-4365-aaf0-a2693198d09a,E-Sports,Counter-Strike,Bitfix - Apeks Rebels
06d143e3-a4fd-4505-a950-b723ed0b65af,Football,Belgium,Club Brugge U-21 - Zulte Waregem U-21
8fe3c9c8-be6d-4d2a-83b6-5600a615c8a9,Football,Belgium,KAA Gent U-21 - Charleroi U-21
0046466f-68f2-4d2f-9756-9c2f2277c005,Football,Belgium,KRC Genk U-21 - Oud-Heverlee Leuven U-21
fcd3aabe-4804-43d1-a541-ded23bf37676,Football,Belgium,Cercle Brugge U-21 - Standard Liege U-21
938a0256-b0c0-4065-8449-dda3938b684b,Basketball,Switzerland,Fribourg Olympic - Lions de Geneve
c7e76241-6602-4908-9cdf-ffa42d41e1e0,Basketball,Europe,Reyer Venezia (w) - Valencia Basket (w)
ca866a8d-b034-40d3-8646-e8911f514791,Ice Hockey,Switzerland,GCK Lions - Kloten
bd0511ea-5ed5-4ef8-a60f-5fe636e42126,Ice Hockey,Switzerland,Sierre - Olten
5521c451-ce1d-48bc-9bcf-dfd37eeb059d,Ice Hockey,Switzerland,Visp - La Chaux-de-Fonds
6bf266bb-2997-4c20-8764-faba1db2dc5b,Ice Hockey,Switzerland,Langenthal - HC Thurgau
51f1404e-7d0c-4af9-a833-c4b259e1b8b3,Basketball,France,ADA Blois Basket 41 - Aix-Maurienne Savoie
cd478792-38cc-4499-bcf2-89b00191f4ee,Handball,Denmark,Roskilde Handbold - FIF
d8d706b2-2ddc-44e7-b23f-b961a479252a,Football,Belgium,KV Mechelen U-21 - Sint-Truiden U-21
2bf4398d-f260-4240-a278-5bfef9c9820d,Football,Belgium,Union Saint Gilloise U-21 - Mouscron U-21
4655bef8-8d80-4702-9b36-18188abaa75b,Football,Belgium,RWD Molenbeek U-21 - Lierse U-21
9e1c58ac-d8f0-4aab-a896-1e52ef66b4c3,Football,Belgium,Royal Excelsior Virton U-21 - RFC Seraing U-21
f18617d8-5b18-4197-a850-a3b3735303d6,Football,Belgium,Lommel U-21 - KV Kortrijk U-21
627744d2-9b48-481f-bae8-079c65e6a860,Football,Belgium,Beerschot VA U-21 - KVC Westerlo U-21
8154b9ad-4934-431d-b079-679b20feb541,Basketball,France,Boulazac Basket Dordogne - Saint-Quentin Basket-Ball
a1a5907a-cc9e-4ca6-9992-c538870a0e91,Volleyball,France,Pays D'Aix Venelles (w) - Volero Le Cannet (w)
3fa8c4d7-4a3c-4cf9-b832-9d588ebe5efd,Football,Colombia,CD Real San Andres - Deportivo Boyaca Chico FC S.A.
6bf008e9-18d7-4052-9d2b-befd20b4de1d,Ice Hockey,KHL,Dynamo Moscow - Severstal
0b2e21ab-4984-42e4-88a7-b4ec29433564,Ice Hockey,KHL,SKA - Spartak Moscow
092aa0cb-1631-43fa-96ce-bd46d4f063ed,Handball,Denmark,Randers HK (w) - Team Esbjerg (w)
5f2d88a0-9c05-4f0a-ba41-2401318c088e,Football,Malta,Tarxien Rainbows FC - Valletta FC
ec1fedeb-fb41-4b13-ac2f-7b19de26395b,Football,Malta,Zejtun Corinthians - Hibernians
82cbce10-6836-4a50-b03a-046317fc28a1,Ice Hockey,Great Britain,Glasgow Clan - Guildford Flames
755c1616-25da-441c-84cc-c0d5edb43119,Basketball,Europe,Liege Basket - Den Helder Suns
b07251c6-00cf-4ee4-82f9-948056f90ee0,Basketball,Italy,Urania Milano - Basket Torino
31a8035b-9856-41c2-931b-34b12f4780be,Football,Uruguay,Boston River (res.) - Cerro Largo FC (res.)
eee09088-6ea5-4ea6-94bf-bdcf7f316774,Football,Uruguay,Penarol (res.) - Nacional Montevideo (res.)
b57f0939-17c0-4ca2-ac70-ce7e8ed99417,Football,England,Truro City - Salisbury FC
137901c9-34ab-482a-89cc-39147cc96515,Football,Gibraltar,Europa Point FC - Lions Gibraltar
1735db47-6f4a-4ad1-b7e6-6a3fca6f76a3,Football,England,Leiston FC - Tamworth
78e9311b-a87a-4eea-bf8a-d56d34822da0,Football,England,Peterborough Sports FC - Rushden & Diamonds
b4410faf-b6e2-405c-81cd-8c3b574df208,Football,England,Swindon Supermarine - Hartley Wintney
383d52e8-2aec-4518-a6f4-85afa376eee6,Football,Northern Ireland,Loughgall FC - Newry City
b0314221-d298-4069-8056-5428eafe3a09,Football,England,Chesham  - Weston-super-Mare
1ea3bce8-bf4e-484b-830e-f90725937f7a,Basketball,Spain,Saski Baskonia - Barcelona
a32ee6b3-ddff-415b-852f-60bb68c58a7b,Football,Argentina,UAI Urquiza (w) - Rosario Central (w)
b0261a78-2b69-41ba-aeed-7d2964342fbe,Football,Northern Ireland,Queens University - Dergview
60e84884-6bcc-45fb-a794-3ca586b5abbf,Ice Hockey,KHL,Traktor - Salavat Yulaev
cb5ea8d4-467d-4d87-8e71-d1adf7e56090,Football,Peru,Cienciano - Sport Boys
948952f4-236c-4a00-be20-15214cb881b0,Football,Brazil,Sao Paulo FC (w) - FC Real Brazilia DF (w)
746c9918-abd6-4d20-8d31-dc8a68de99d8,E-Sports,Counter-Strike,Lemondogs - Playpark
d399b243-ce1c-4222-9a8c-574c9022c808,Basketball,Brazil,Club Athletico Paulistano - Franca
4dc52ab9-4ea9-479e-9484-bdd6977677b0,Tennis,ATP,Karatsev Aslan/Rublev Andrey - Granollers Marcel/Zeballos Horacio
b2460e32-b132-4355-919a-807dccb2d010,E-Sports,Dota 2,KOBOLDS - Yangon Galacticos
7825acd8-e11c-48f3-bfbf-8640e6fd0d6f,Football,Brazil,Nautico RR - Real RR
a75ef980-d754-4fbb-a8d8-15b6e010537b,Volleyball,Brazil,Uberladia Gabarito - Sada Cruzeiro Volei
17c78ed9-c15d-48a8-87d4-bcdd3b7276f4,Football,Colombia,Deportivo Cali (w) - Llaneros FC (w)
9b0ea227-07f8-421c-8749-cce2f06978ec,Ice Hockey,North America,Hamilton Bulldogs - Oshawa Generals
8515fd45-0428-4bbd-a3f5-7e239fc36abc,Ice Hockey,North America,Cleveland Monsters - Rockford IceHogs
67e49ff1-ef22-4443-9628-65e7409b4833,Basketball,America,Minas Tenis Clube - Bigua Montevideo
4120dbd2-4865-473c-899f-a46675fec2cf,Ice Hockey,North America,Guelph Storm - Erie Otters
98421c20-d23c-42e9-a76a-f38b7ccd4f7c,Football,Brazil,Atletico Mineiro (w) - Corinthians (w)
559fe1ab-b53e-4a86-989e-8b702cf51185,Ice Hockey,North America,Belleville Senators - Utica Comets
d56d0cf3-d618-4bf3-b175-4816f7680702,Football,Brazil,Bare Esporte Clube - Atletico Roraima
e143eee1-7ac4-4ad5-b6b9-fd0c68945ca4,Basketball,Argentina,Instituto Cordoba - Hispano Americano
a763c2cc-c174-428b-bef0-7fca3c53f031,Football,Colombia,Independiente Santa Fe (w) - Independiente Medellin (w)
b7e1719d-a5e9-43a2-9651-7e626234e7df,Volleyball,Argentina,Deportivo Atenas (w) - Banco Provincia La Plata (w)
029512aa-2ee3-49de-91f3-ddadd446243e,Basketball,Uruguay,Aguada - Urupan de Pando
69bbc5a8-cdb6-4cb7-b767-d22da554ede6,Volleyball,Kazakhstan,Burevestnik Almaty II - Ushkyn-Kokshetau II
468e714c-8827-4e6b-8cc4-115faaba127b,Football,Colombia,Tigres FC - Atletico Huila
914dc0ff-463b-4ced-a2a4-aa0fc87077d1,Basketball,Argentina,La Union de Formosa - San Lorenzo de Almagro
a57d3e45-9266-4471-b374-7f397cf18940,Football,Colombia,Junior Barranquilla (w) - Millonarios (w)
4e452a6d-e14a-42dd-a0e0-547e28ced362,Basketball,America,Cangrejeros de Santurce - Real Esteli
8484582e-bc87-4824-a0db-4332f3e7abae,Ice Hockey,North America,Abbotsford Canucks - Manitoba Moose
886fc3dc-6bac-4863-9bb5-ec47e6090f79,Basketball,Chinese Taipei,University of Taipei - University Sun Yat-Sen
09790df8-6110-4c98-8d1f-a0634d9b2049,Volleyball,Thailand,Pattani - Nakhon Ratchasima
27b28c2e-53de-4c5a-95ab-934a8f17e9a3,Basketball,China,Guangdong Southern Tigers - Beijing Royal Fighters
80c034f4-b47f-430f-a144-33d918b40a97,Basketball,China,Sichuan Blue Whales - Liaoning Flying Leopards
fb2dd688-7422-4154-b2c7-962d1e64948c,Basketball,Indonesia,West Bandits Solo - Pacific Caesar Surabaya
0f4808da-0271-4345-a186-7a1840f5e97f,Volleyball,Kazakhstan,VC Karaganda (w) - Irtysh-Kazchrome (w)
d6f565ee-88c9-4773-8844-621cce4b9a5a,Volleyball,Japan,Toray Arrows (w) - Kurobe Aqua Fairies (w)
bb944a3a-b5c5-430e-ba8d-ca2ee63a0388,Volleyball,Russia,Ural University - Ural Air Force
d7367e8b-2093-4808-ad8b-992a247e77a5,Tennis,ATP Challenger,Pellegrino Andrea - Mager Gianluca
559ad9f3-10d2-457c-ba5a-16f7a1dd545b,Tennis,ATP Challenger,Kovalik Jozef - Borges Nuno
a5f9ab77-f76d-4d78-a417-f31c4920c9b6,Tennis,ATP Challenger,Milojevic Nikola - Guinard Manuel
bacabb1f-b1d0-4ace-ace6-d92f000bbe59,Tennis,ATP Challenger,Bourgue Mathias - Tseng Chun-hsin
b2e9cd23-2e42-4855-9204-cddcb4fd335f,Tennis,ATP Challenger,Agamenone Franco - Giustino Lorenzo
3c05e006-26f8-40b1-9fcb-544bcf6ba4fe,Tennis,ATP Challenger,Taberner Carlos - Zeppieri Giulio
ef12624a-2ab7-439f-9c11-2d9de8e47a0e,Tennis,ATP Challenger,Elias Gastao - Zapata Miralles Bernabe
600ff4a7-03de-4ff6-93aa-6d4643e949ad,Tennis,ATP Challenger,Skatov Timofey - Del Federico Andrea
c0e96bfb-7771-445c-abca-5694a7d1a1c6,Tennis,ATP Challenger,Cobolli Flavio - Gaio Federico
afcb6971-f6d1-4172-82af-0077a363bc53,Tennis,ATP Challenger,Vesely Jiri - Serdarusic Nino
f39aec71-a894-43e7-91e9-88924417d562,Tennis,ATP Challenger,Rodriguez Taverna Santiago Fa - Varillas Juan Pablo
d168759e-52cc-4a13-aeae-d252c308121e,Tennis,ATP Challenger,Collarini Andrea - Kicker Nicolas
da200a4b-8d6a-461c-9f7e-eb985f2b8cf8,Tennis,ATP Challenger,De Jong Jesper - Olivo Renzo
5cefb1ce-6e98-4935-ba0a-f7c57165497b,Tennis,ATP Challenger,Fernandez Flores Diego - Etcheverry Tomas Martin
776ac71e-04b8-445d-945c-e39ce8c2df20,Tennis,ATP Challenger,Bueno Gonzalo - Lama Gonzalo
e0849cd1-517f-4a78-a3e0-c06eac021049,Tennis,ATP Challenger,Ugo Carabelli Camilo - Melzer Gerald
71192e35-3baa-4b91-b03b-ae9981edc588,Tennis,ATP Challenger,Cachin Pedro - Pucinelli De Almeida Matheus
4e622ba0-ef52-4544-9328-fa3fd95a601a,Tennis,ATP Challenger,Furness Evan - Kopriva Vit
80e2a16a-c611-45e5-97c4-db57b9173ec8,Tennis,ATP Challenger,Tirante Thiago Agustin - Nunez Daniel Antonio
4811ee54-b18c-4355-9d16-940dbde2cdba,Tennis,ATP Challenger,Jubb Paul - Olivieri Genaro Alberto
59e57ade-2b67-491d-a32c-8fb1571f71a4,Handball,Korea Republic,Chungnam SC - Hanam City 
52e4423f-428d-430b-a899-ca462e79a675,Basketball,Indonesia,Indonesia Patriots - Bima Perkasa Jogja
3696bf07-ea54-443f-9e62-8e8a75c6f2bf,E-Sports,Counter-Strike,Falcons  - Ambush
984b10fe-3d8a-43e4-84a3-c6d4f3c50e51,Basketball,Russia,PARMA-M Basket - Avtodor II
7dd27ea5-5f27-4264-8354-160c2972d2c4,Volleyball,Kazakhstan,Altai (w) - VC Almaty (w)
0334bd93-81f5-49c2-bd3a-71700131458b,Football,Philippines,Maharlika Manila FC - Kaya FC
09a13595-a6a0-448c-9951-10aa99f564ac,Tennis,ATP,Lopez Feliciano/Tsitsipas Stefanos - Puetz Tim/Venus Michael
d3669850-b702-4f84-85ef-a60bc031d558,Handball,Korea Republic,Doosan - Incheon D&T Corp.
eecc738b-5dde-4de7-b6de-b22e1e776453,Basketball,China,Guangzhou Loong Lions - Fujian Xunxing Sturgeons
b618d00c-295c-4a17-a1ae-d9da15029d49,Basketball,China,Jilin Tonggang Northeast Tigers - Zhejiang Chouzhou Bank Golden Bulls
23f6655c-3d83-4bb3-8dad-736c57ad9c5a,Bandy,Sweden,Villa-Lidkoping - Vasteras SK
f170eccd-6f06-4366-ae77-561017edef5d,Ice Hockey,Czech Republic,BK Mlada Boleslav - Skoda Plzen
9d0fc14f-2c67-4ace-a3a8-f4cc8fb60968,Ice Hockey,Czech Republic,HC Olomouc - HC Vitkovice
d7e79c8c-62d5-41f1-8d62-7829fe919a90,Tennis,WTA,Golubic Viktorija - Paolini Jasmine
3288552a-13e4-45f8-b1cd-5292dfbfd54b,Tennis,WTA,Sakkari Maria - Kvitova Petra
42efc959-eab3-447c-b419-d4d51b298e97,Tennis,WTA,Vondrousova Marketa - Kontaveit Anett
ef179543-170d-4cfa-bb85-2d08384ee262,Tennis,WTA,Azarenka Victoria - Rybakina Elena
3e1534dd-14db-4957-a907-a186ddc44c58,E-Sports,Counter-Strike,HONORIS - HOTU
d5fac96f-ced2-4e5b-a2dd-faa320e383bd,Tennis,WTA,Bouzkova Marie - Kudermetova Veronika
d562b82a-9c19-4e11-b8ea-771ca37040ee,Tennis,WTA,Badosa Gibert Paula - Sorribes Tormo Sara
e63640cf-6a93-4532-9908-8cab2b2d6d8d,Tennis,WTA,Mertens Elise - Saville Daria
82bf3040-bccc-47b3-9c18-bcf6da7b5863,Tennis,WTA,Fernandez Leylah Annie - Rogers Shelby
0bfbb841-8913-490e-8552-5d4f5a877d22,Football,Indonesia,Bhayangkara FC - Persipura Jayapura
a1f80313-4ead-4e36-8ff8-e7092eea1998,Basketball,Indonesia,Louvre Surabaya - Evos Thunder Bogor
e2e1fca5-e2a4-455e-8a95-f4c8f492b663,Tennis,ATP,Opelka Reilly - Shapovalov Denis
6ea79229-f685-40a7-a0e7-27716409d520,Tennis,ATP,Nadal Rafael - Evans Daniel
8703eef7-df6b-4c3f-bdb8-6b9492ee6cc0,Tennis,ATP,Brooksby Jenson - Tsitsipas Stefanos
4f5d3858-88a4-46a7-928c-dc7fca2af06a,Table Tennis,Russia,"Dukhin, Maksim - Rudenko Vasiliy"
66626ddc-c9e2-4b26-9cb9-6d13ce85bf16,Tennis,ATP,Norrie Cameron - Basilashvili Nikoloz
ddf53f67-a7c3-45fd-b2f2-187b81ddba4f,Tennis,ATP,Kyrgios Nick - Ruud Casper
a4e3d829-03fc-40ee-bead-8507e36dcd93,Tennis,ATP,Sinner Jannik - Bonzi Benjamin
72ef13e3-5d6c-4b80-bf39-5d34394149b3,Tennis,ATP,Alcaraz Garfia Carlos - Bautista Agut Roberto
f17ce0a2-6dac-4858-b198-8cb67d74e02c,Tennis,ATP,Medvedev Daniil - Monfils Gael
c2027c51-9ceb-4e2d-9155-dfbd16570e69,Table Tennis,Russia,Balakin Dmitriy - Pandur Ivan
200f3479-07ea-4010-833a-f7c435dd2d15,Tennis,ATP,Golubev Andrey/Zverev Alexander - Arevalo Marcelo/Rojer Jean-Julien
2e1cfefe-1284-4261-a89a-1b5e708137fb,Table Tennis,Russia,Shakirov Ilyas - Kirilenko Andrey
3a0d3101-4c2d-454c-b5f5-43a9ddb75244,Table Tennis,Russia,Malahov Kirill - Shirshov Vasily
57e20271-2546-4a1a-8460-e7f6d8210101,Table Tennis,Russia,Zhurba Nikolai - Petrov Aleksandr
d193ff22-df5b-4e4e-9b14-0e2c8bd57a8f,Football,Vietnam,TTBD Phu Dong - Ba Ria Vung Tau
c26f2438-6f82-485b-91dc-b96ee2c70f6d,Football,Vietnam,Cong An Nhan Dan - Quang Nam
b75dfa4d-1f95-42db-822c-ac1e349e66bf,Table Tennis,ITTF,Wang Chuqin - Ma Long
26e79f04-5e3f-4f3e-84d1-1e9688ec603d,Basketball,Russia,Zenit-M St Petersburg - Runa II
cedbf41a-a995-48dd-8434-bd8d5017b69a,Football,Turkey,Istanbulspor U-19 - Altinordu U-19
ef3494b1-cb91-4a71-99da-d25bdb25f7e5,Basketball,Russia,Lokomotiv-Kuban II - MBA Moscow II
70bd6658-d0a2-4d96-88f1-d82fbb970ca7,Volleyball,Italy,Mondovi - Olimpia Pallavolo Bergamo
78711ca0-a8df-4bca-a3b5-0dd9b5c27e28,Volleyball,Poland,ZAKSA Kedzierzyn-Kozle - Skra Belchatow
5b2134bc-9007-47d7-bc7d-ec85ea31f367,Football,England,Arsenal FC U-23 - Blackburn U-23
08a9ed58-a4d0-4fbd-80ae-97c74f085c07,E-Sports,Counter-Strike,K23 - Savage
47f31ea5-7026-4c29-ad72-f237ebb9a8f7,E-Sports,Counter-Strike,Berzerk - Nexus
6ab50506-82f9-44b5-a1e6-63f9a4f990a0,E-Sports,Counter-Strike,Kappa Bar - AVE
ac401819-7702-48a0-8414-c829fd8ebd3f,E-Sports,Counter-Strike,GameAgents - X-Gamer
a8bd0f8e-ab22-4426-b209-0cd2a364eda7,Football,Italy,Spezia U-19 - Crotone U-19
8ed2ba5c-a620-4a5b-9c53-e285236b0194,Football,Bangladesh,Bashundhara Kings - Saif SC
3badbc8d-09ba-44b9-9e88-936978890d02,Football,Bangladesh,Sheikh Jamal - Abahani Limited Dhaka
1312904e-ab0b-4c93-b03f-0acdf0b23dcf,Handball,Korea Republic,Sangmu - SK Hawks
78085842-65be-4d56-b315-e8a30b077296,E-Sports,Counter-Strike,Velox - iNation
e3368358-372b-4ae2-9a23-fbe62ab6742e,E-Sports,Counter-Strike,GTZ Bulls - Conquer
58349013-bff6-4b13-9fe7-dd871a8708f0,E-Sports,Counter-Strike,VP.Prodigy - SC
892e4b48-8829-4710-a691-1a80943edb70,E-Sports,Counter-Strike,Dark Tigers - HellRaisers
a9b80ffa-45f6-4aa6-9e04-892e418d5a38,E-Sports,Counter-Strike,ROYALS - wesuck123
79bf4d51-e340-416e-a8d5-e4d872c70e3d,E-Sports,Counter-Strike,GTZ Bulls - BIG Academy
f22b7feb-9832-421b-bb8e-2df8401c6fa4,E-Sports,Counter-Strike,MAD Lions - Fade
a4d7d170-18b8-4467-bd9d-b377edc468f0,E-Sports,Counter-Strike,PACT - Savage
2292a401-9020-4a10-a9f9-22ceb2007131,E-Sports,Counter-Strike,Diffendo - INDE IRAE
9afa1708-2de2-4651-bc67-4f5ee351f97c,Basketball,Japan,Kagawa Five Arrows - Kumamoto Volters
cd92a984-684f-42e3-97bb-5dd129f82e82,Basketball,Australia,Sydney Uni Flames (w) - Perth Lynx (w)
ffc1db67-58ce-47d1-ad03-3870a78298c7,Volleyball,Kazakhstan,Aikarakoz (w) - Altai II (w)
c1ba8018-5f3e-4e55-91d4-4fe3bf6ef227,Basketball,Japan,Alvark Tokyo - Akita Northern Happinets
25f2884f-9bbd-4f80-8175-dfef6376cd57,Basketball,Japan,Chiba Jets - Levanga Hokkaido Sapporo
4c7913bc-4730-4a35-a6d2-d7ce1d56f57e,Basketball,Japan,Shinshu Brave Warriors - NeoPhoenix
c865d41f-e252-448d-9e62-ac88315df11e,Basketball,Japan,Toyama Grouses - Kyoto Hannaryz
ffa730ec-9c5a-4ac5-a8da-917b616ed28c,Basketball,Indonesia,NSH Mountain Gold Timika - Prawira Bandung
6799b9d0-bce6-45ec-8bfe-b80ddfb1b027,Basketball,Turkey,Cankaya Universitesi (w) - Ormanspor Genclik (w)
d37015fa-0729-4b10-af6f-ebab48fd3dd0,Basketball,Japan,Ryukyu Golden Kings Okinawa - Mikawa Sea Horses 
0006330b-9987-4284-a7c0-b9a7143fc6c5,Basketball,Japan,Shimane Susanoo Magik - Shiga Lake Stars
fa077a9f-02a5-4fd6-a9ed-c8ed5c1e9f77,E-Sports,Counter-Strike,Bad News Eagles - OneTap
ca45ba2d-7edc-445d-a6eb-b9d4cfdc2953,E-Sports,Counter-Strike,Bad News Eagles - Budapest Five
1d7fa8fa-916a-44cd-bf1e-a4d5883ad657,Table Tennis,ITTF,Mittelham Nina/Winter Sabine - Doo Hoi Kem/Lee Ho Ching
fb367ac9-fd10-41cd-ad72-dd40a6d5677e,Table Tennis,ITTF,Falck Mattias/Karlsson Kristian - Gardos Robert/Habesohn Daniel
eb12b8ee-7fb5-4d6d-be9b-06c194222390,Table Tennis,ITTF,Apolonia Tiago/Monteiro Joao - Fan Zhendong/Wang Chuqin
743a1a98-2bc4-45f8-8378-2ec4a4049390,Volleyball,Thailand,Pathum Thani - Phetchabun
db40d976-4f21-4589-886a-81788eee4de4,Volleyball,Thailand,Roi Et - Suphanburi
7127df2b-e640-457f-b4dc-5ccda05bd105,Basketball,Turkey,Antalya 07 Basketball (w) - Hatayspor (w)
ddbef8a6-39c0-4570-abaf-2eeaa41b0239,Football,Nepal,Jhamsikhel Youth Club - Naya Basti Yuwa Club
9b02f805-425d-4df8-a550-792f9f3c9eda,Football,Kenya,Kenya Commercial Bank SC - Tusker FC
c67d6ed9-b842-4a41-9c8b-fe7483f26e9d,Football,Argentina,CA Independiente (w) - Lanus (w)
5cd40a1a-9f4a-49b2-a037-f756fe1f5bda,Basketball,China,Jiangsu Dragons - Nanjing Tongxi Monkey Kings
96508e46-d864-49db-a066-79ae84a3e61e,Basketball,China,Tianjin Pioneers - Shandong Heroes
9f857020-7d05-48f7-a7fd-608ac88bcdac,Football,Lebanon,Al Nejmeh - Al Hikma
cb967d66-0b64-4d57-abcc-d1decdb36c2d,Table Tennis,ITTF,Wang Manyu - Diaz Adriana
bf1e1f1b-67b3-4a18-bca2-6dc20c40fde4,Table Tennis,ITTF,Lin Yun-Ju/Cheng I-Ching - Gnanasekaran Sathiyan/Batra Manika
182a8309-2347-4bf8-83a1-42c4c3f44c97,Football,Gambia,Brikama Utd. - Real de Banjul
ba652f23-1ac3-41cc-a48a-0b12567ec3d2,Tennis,ITF,Javia Dev - Kumaran Bharath Nishok
10d4b809-3537-41a4-a4d8-cc0ba7087bac,Tennis,ITF,Canter Alexis - Singh Karan
e66bdbbf-b6be-4656-884c-2d8a2d634624,Tennis,ITF,Singh Digvijay Pratap - Vishwakarma Siddharth
3e8eda44-8ef9-422d-9690-32cab4418f3e,Tennis,ITF,Sumizawa Daisuke - Madan Tushar
88470ffb-0ff8-46ef-90d2-70fa7224ef98,Tennis,ITF,Reddy Rishi - Virali-Murugesan Ranjeet
cdbfafac-8e70-4ee0-a313-de8c388fc9a3,Tennis,ITF,Kalyanpur Adil - Bathrinath Lohithaksha
681d3237-aaa1-4122-afd8-86a994c48e93,Tennis,ITF,Eqbal Ishaque - Tagashira Kento
890920f5-396e-4fec-bfb2-edff15229d0e,Tennis,ITF,Dahiya Paras - Prabodh Suraj R
cc5c888b-f8eb-4514-a91b-4d2845031cc3,Tennis,ATP Challenger,Piros Zsombor - Perchicot Mathieu
c60be143-4039-41fd-91d8-022e0efff5ed,Tennis,ATP Challenger,Haase Robin - Darderi Luciano
08435ed8-6214-461f-9bf1-d05812e6c2f2,Tennis,ATP Challenger,Vavassori Andrea - Arnaldi Matteo
4ec6f8f9-c6f9-48b1-949d-4f7d1bad51c8,Basketball,Indonesia,Bumi Borneo - Satya Wacana Salatiga
a65a070a-d356-4b15-861b-d2a2e0d6a44a,Table Tennis,ITTF,Duda Benedikt - Karlsson Kristian
beac6b2f-e614-43f6-a2a3-c3dc3588b6f0,Basketball,Russia,CSKA-Junior - BC Nizhniy Novgorod II
3cf20a80-e645-4d0e-9531-df578f6868c6,Ice Hockey,Kazakhstan,HC Nomad - Torpedo Ust-Kamenogorsk
a9e2d942-8b0b-4f6e-8f64-392e6943d8c5,Ice Hockey,Kazakhstan,Kulager - Arlan
5971c90e-7a3c-42ba-9278-8759bdeef0c7,Volleyball,Kazakhstan,Kuanysh (w) - Zhetysu (w)
8189ce85-79c3-4cc6-b8f5-d62eb4b7e813,Table Tennis,ITTF,Sun Yingsha - Liu Shiwen
1e788ac7-3ec1-467c-8544-d17f13375b0a,Football,England,Market Drayton Town - Kidsgrove Athletic FC
e46c256f-ec6a-441a-81c8-dddabb59d37b,Tennis,ATP Challenger,Arneodo Romain/Walkow Szymon - Brancaccio Raul/Cobolli Flavio
366c04af-919a-43b6-9ab2-b643d1718dbf,Tennis,ATP Challenger,Martin Andrej/Weissborn Tristan-Samuel - Sharan Divij/Tseng Chun-hsin
c2dca3b2-e354-427a-b942-8dbfac33286a,Tennis,ATP Challenger,Agamenone Franco/Guinard Manuel - Del Federico Andrea/Ricca Giorgio
4fa1962c-9bc2-4f7f-a184-82f4d1a391e2,Football,Nepal,Boys Union Club - Samajik Yuwa Club
823d975e-cc48-45f0-a734-e0603b5aa8a8,Table Tennis,ITTF,Lee Ho Ching - Hayata Hina
94662cc4-ef12-4a5e-8e1f-05c5c6d033c0,Football,Italy,Reggiana U-19 - Monza U-19
ecb12b18-419f-4da1-8604-7199e6373ccc,Cricket,India,Triranga Club - Nirvana Sports Academy
e0bfa081-4279-4c20-b013-c0b140bf7581,Football,Poland,Podbeskidzie Bielsko-Biala - Jastrzebie
19616d7f-1667-40b5-947f-0de6ef75a376,Basketball,Turkey,Botasspor Adana (w) - Izmit Belediyespor (w)
